ticker,target_year,pair_cutoff_date,window_start_calendar_date,t0_trading_date,qTotCap,volume_qTotTran5J,trade_count_zTotTran,raw_close,adjusted_status,first_raw_observation_date_this_ticker,first_adjusted_price_date_this_ticker,days_from_window_start_to_first_raw_observation,days_from_window_start_to_first_adjusted_price,root_cause
شبریز,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,9373.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شبندر,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,5817.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شدوص,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2498.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شفارس,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,4968.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شلعاب,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,1926.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شپارس,1395,2016-01-20,2015-01-19,2015-01-19,0.0,0.0,0.0,5436.0,ADJUSTED_CLOSE_UNRESOLVED,2013-12-21,2013-12-21,-394,-394,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شپنا,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,6252.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2015-03-17,-392,-123,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شکربن,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,3117.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غبهنوش,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,4233.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غسالم,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2039.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غشان,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,5164.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غشهد,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2115.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-23,-759,-755,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غنوش,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,4069.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-07-06,-759,-742,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غگل,1395,2016-01-20,2015-01-19,2015-01-19,0.0,0.0,0.0,19755.0,ADJUSTED_CLOSE_UNRESOLVED,2012-12-22,2012-12-23,-758,-757,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فاذر,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2967.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-30,-392,-383,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فایرا,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,5662.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-08-03,-392,-349,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فباهنر,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,1421.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-24,-392,-389,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فجام,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,11760.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فجر,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,11140.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-23,-392,-390,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فخوز,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,3420.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فرآور,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2447.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فسرب,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,1160.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فسپا,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,4713.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فمراد,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2298.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-11-01,-392,-259,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فملی,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,1837.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فنورد,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,3924.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فولاژ,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,1606.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فپنتا,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,11496.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
لابسا,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2381.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
لبوتان,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2676.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-07-02,-392,-381,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
لخزر,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,6305.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
لسرما,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2084.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-07-08,-392,-375,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
همراه,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,26842.0,ADJUSTED_CLOSE_UNRESOLVED,2015-06-20,2015-06-20,-28,-28,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
پدرخش,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2816.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-30,-392,-383,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
پسهند,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,5200.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
پلاسک,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,1320.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
چکارن,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2540.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-392,-392,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
کبافق,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,2963.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
کرازی,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,8099.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
کفرا,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,8793.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-07-06,-759,-742,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
کفپارس,1395,2016-04-18,2015-04-17,2015-04-18,0.0,0.0,0.0,4503.0,ADJUSTED_CLOSE_UNRESOLVED,2013-03-25,2013-05-20,-753,-697,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
کگاز,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,3717.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
کگل,1395,2016-07-19,2015-07-18,2015-07-19,0.0,0.0,0.0,3041.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
بترانس,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,14935.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
بکاب,1396,2017-01-19,2016-01-18,2016-01-18,0.0,0.0,0.0,8291.0,ADJUSTED_CLOSE_UNRESOLVED,2013-12-21,2013-12-21,-758,-758,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
تپمپی,1396,2016-10-21,2015-10-19,2015-10-19,0.0,0.0,0.0,3375.0,ADJUSTED_CLOSE_UNRESOLVED,2013-09-21,2013-09-21,-758,-758,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
تکمبا,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,802.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
جم,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,9436.0,ADJUSTED_CLOSE_UNRESOLVED,2015-08-08,2015-08-09,-346,-345,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
حپترو,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,2946.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-30,-1126,-1115,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
خاذین,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,971.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1126,-1126,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
خنصیر,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,2467.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-22,-1126,-1123,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
خوساز,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,3341.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1126,-1126,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
دشیمی,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,4608.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-22,-759,-758,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
ساروم,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,2618.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
سدشت,1396,2017-01-19,2016-01-18,2016-01-18,0.0,0.0,0.0,2081.0,ADJUSTED_CLOSE_UNRESOLVED,2012-12-22,2012-12-23,-1122,-1121,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
سمازن,1396,2017-04-19,2016-04-18,2016-04-18,0.0,0.0,0.0,14108.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1034,-1034,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
سنیر,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,16013.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-25,-759,-755,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
سیلام,1396,2017-05-20,2016-05-17,2016-05-17,0.0,0.0,0.0,4919.0,ADJUSTED_CLOSE_UNRESOLVED,2013-04-20,2013-04-20,-1123,-1123,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شبریز,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,3826.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شبندر,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,4760.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شپنا,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,2794.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2015-03-17,-759,-490,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غبهنوش,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,6864.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1126,-1126,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غدام,1396,2017-04-19,2016-04-18,2016-04-18,0.0,0.0,0.0,9019.0,ADJUSTED_CLOSE_UNRESOLVED,2013-03-25,2013-03-26,-1120,-1119,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غنوش,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,3813.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-07-06,-1126,-1109,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
غگل,1396,2017-01-19,2016-01-18,2016-01-18,0.0,0.0,0.0,34086.0,ADJUSTED_CLOSE_UNRESOLVED,2012-12-22,2012-12-23,-1122,-1121,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فاذر,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,5231.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-30,-759,-750,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فایرا,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,2828.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-08-03,-759,-716,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فجام,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,25661.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فجر,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,6853.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-23,-759,-757,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فخوز,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,2400.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فسپا,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,2805.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فمراد,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,2466.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-11-01,-759,-626,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فملی,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,1344.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فنورد,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,4813.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
فولاژ,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,1594.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
لبوتان,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,2858.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-07-02,-759,-748,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
لسرما,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,1779.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-07-08,-759,-742,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
پلاسک,1396,2017-07-21,2016-07-19,2016-07-19,0.0,0.0,0.0,1681.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-759,-759,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
کفپارس,1396,2017-04-19,2016-04-18,2016-04-18,0.0,0.0,0.0,6918.0,ADJUSTED_CLOSE_UNRESOLVED,2013-03-25,2013-05-20,-1120,-1064,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
کهمدا,1396,2016-10-21,2015-10-19,2015-10-19,0.0,0.0,0.0,5465.0,ADJUSTED_CLOSE_UNRESOLVED,2012-09-22,2012-09-22,-1122,-1122,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
بالبر,1397,2018-01-20,2017-01-17,2017-01-17,0.0,0.0,0.0,2756.0,ADJUSTED_CLOSE_UNRESOLVED,2013-12-21,2014-01-27,-1123,-1086,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
بکاب,1397,2018-01-20,2017-01-17,2017-01-17,0.0,0.0,0.0,12351.0,ADJUSTED_CLOSE_UNRESOLVED,2013-12-21,2013-12-21,-1123,-1123,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
بکام,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,2600.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-29,-1123,-1115,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
تپمپی,1397,2017-10-22,2016-10-21,2016-10-22,0.0,0.0,0.0,3054.0,ADJUSTED_CLOSE_UNRESOLVED,2013-09-21,2013-09-21,-1126,-1126,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
حپترو,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,4128.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-30,-1490,-1479,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
حکشتی,1397,2017-10-22,2016-10-21,2016-10-22,0.0,0.0,0.0,4905.0,ADJUSTED_CLOSE_UNRESOLVED,2012-09-22,2012-09-22,-1490,-1490,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
خبهمن,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,967.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-22,-1490,-1487,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
خنصیر,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,3706.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-22,-1490,-1487,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
خوساز,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,1876.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1490,-1490,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
دشیمی,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,3048.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-22,-1123,-1122,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
ساراب,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,1390.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1490,-1490,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
سبهان,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,14535.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1490,-1490,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
ستران,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,2026.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
سخاش,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,8253.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
سمازن,1397,2018-04-19,2017-04-18,2017-04-18,0.0,0.0,0.0,4737.0,ADJUSTED_CLOSE_UNRESOLVED,2013-06-19,2013-06-19,-1399,-1399,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
سنیر,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,15218.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-25,-1123,-1119,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
سیلام,1397,2018-05-20,2017-05-19,2017-05-20,0.0,0.0,0.0,4197.0,ADJUSTED_CLOSE_UNRESOLVED,2013-04-20,2013-04-20,-1490,-1490,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
شبریز,1397,2018-07-20,2017-07-18,2017-07-18,0.0,0.0,0.0,4733.0,ADJUSTED_CLOSE_UNRESOLVED,2014-06-21,2014-06-21,-1123,-1123,ZERO_TRADE_ENDPOINT_REQUIRES_TRADING_DAY_SEMANTICS_ADJUDICATION
