claim_id,manuscript_section,manuscript_claim,canonical_source_path,canonical_source_field_or_row,exact_committed_value,source_sha256,limitation_present,status
CTM-074,Abstract; 10.2 Secondary metrics,ROC-AUC 95% interval lower bound.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C2 committed value,0.787834897749,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-075,Abstract; 10.2 Secondary metrics,ROC-AUC 95% interval upper bound.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C2 committed value,0.97144045144,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-076,Abstract; 10.2 Secondary metrics,ROC-AUC is a secondary metric.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_2_final_test_aggregate_performance.csv,row ROC-AUC column role,secondary,674bc56e001bf86619a2bfea8c476554b7df64a927a6491ec347d69ee5ee3020,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-077,Abstract; 10.2 Secondary metrics,"Brier score on raw, unrecalibrated predicted probabilities.",project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C3 committed value,0.071625345916,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-078,Abstract; 10.2 Secondary metrics,Brier score 95% interval lower bound.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C3 committed value,0.053164118058,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-079,Abstract; 10.2 Secondary metrics,Brier score 95% interval upper bound.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C3 committed value,0.092580775647,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-080,Abstract; 10.2 Secondary metrics; 13 Limitations,Calibration was not fully assessed.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C3 mandatory accompanying limitation,calibration was **not** fully assessed,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-081,Abstract; 10.3 Operating point,The pre-specified operating threshold.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C4 committed value,0.426878838687,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-082,10.3 Operating point,True positives at the operating threshold.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C4 committed value,TP 8,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-083,10.3 Operating point,False positives at the operating threshold.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C4 committed value,FP 43,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-084,10.3 Operating point,True negatives at the operating threshold.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C4 committed value,TN 291,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-085,10.3 Operating point,False negatives at the operating threshold.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C4 committed value,FN 4,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-086,Abstract; 10.4 Top-decile screening,Recall@10% as a point estimate with no interval.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C5 committed value,0.666666666667,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-087,Abstract; 10.4 Top-decile screening,Lift@10% as a point estimate with no interval.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C5 committed value,6.407407407407,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-088,10.4 Top-decile screening,Neither Recall@10% nor Lift@10% has a confidence interval.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_2_final_test_aggregate_performance.csv,"rows Recall@10% and Lift@10%, column interval_available",false,674bc56e001bf86619a2bfea8c476554b7df64a927a6491ec347d69ee5ee3020,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-089,10.4 Top-decile screening,Top-decile selection rule.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C5 committed value,K_y = ceil(0.10 * N_y),7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,no,TRACED_EXACT_COMMITTED_VALUE
CTM-090,10.4 Top-decile screening,Selection fraction.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_4_top10_percent_screening.csv,row fraction,0.1,15856e82e51acadc15c7f1d8223e014258f06855c610a5388c889f6df08a4ca2,no,TRACED_EXACT_COMMITTED_VALUE
CTM-091,10.4 Top-decile screening,Pooled rows selected.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C5 committed value,36 rows selected,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-092,10.4 Top-decile screening; 12 Discussion; 14 Conclusion,"Positives captured by the top-decile rule, out of the total positives.",project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C5 committed value,8 of 12 positives captured,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-093,10.4 Top-decile screening,"Target year 1400: evaluable rows, selected rows, captured positives.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_4_top10_percent_screening.csv,row target_year_1400,112 / 12 / 3,15856e82e51acadc15c7f1d8223e014258f06855c610a5388c889f6df08a4ca2,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-094,10.4 Top-decile screening,"Target year 1401: evaluable rows, selected rows, captured positives.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_4_top10_percent_screening.csv,row target_year_1401,116 / 12 / 4,15856e82e51acadc15c7f1d8223e014258f06855c610a5388c889f6df08a4ca2,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-095,10.4 Top-decile screening,"Target year 1402: evaluable rows, selected rows, captured positives.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_4_top10_percent_screening.csv,row target_year_1402,118 / 12 / 1,15856e82e51acadc15c7f1d8223e014258f06855c610a5388c889f6df08a4ca2,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-096,10.4 Top-decile screening,Pooled precision among the selected rows.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_4_top10_percent_screening.csv,row pooled_precision_among_selected,0.2222222222222222,15856e82e51acadc15c7f1d8223e014258f06855c610a5388c889f6df08a4ca2,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-097,10.4 Top-decile screening,The selection size was not optimised after results were seen.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_4_top10_percent_screening.csv,row K_optimized_after_results,false,15856e82e51acadc15c7f1d8223e014258f06855c610a5388c889f6df08a4ca2,no,TRACED_EXACT_COMMITTED_VALUE
CTM-098,10.5 What is not reported,No performance curves were created; their absence is by design.,project/stage130/manuscript_evidence_package/README.md,Figures section,"ROC, precision-recall, calibration, subgroup and per-year performance curves are absent by design",1ac8020ac9a68b9cf8b351969f7147c16a20af8ad361401418f5711275f35b2a,no,TRACED_TO_EVIDENCE_PACKAGE_README
CTM-099,11 Model Interpretation,Model intercept and its exponentiated value.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_6_model_coefficients_and_odds_ratios.csv,row term_order 0,-0.763911411758 / 0.465840763836272,bc0c6495c6d0261f0b4ab7bc6498b8337f7b9df0b5a7b84753de8e8026832577,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-100,11 Model Interpretation,The locked model carries an intercept plus 18 coefficients.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C7 committed values,intercept plus 18 coefficients,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-101,11 Model Interpretation,"Continuous-term coefficients with a positive sign, in locked order.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_6_model_coefficients_and_odds_ratios.csv,"rows term_order 2,3,6,7,9",leverage_ratio 0.663684563254; current_ratio 0.137463730074; asset_turnover_period_adjusted 0.080845687786; operating_margin_period_adjusted 0.183025212532; accumulated_loss_to_capital_ratio 0.809558129623,bc0c6495c6d0261f0b4ab7bc6498b8337f7b9df0b5a7b84753de8e8026832577,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-102,11 Model Interpretation,"Continuous-term coefficients with a negative sign, in locked order.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_6_model_coefficients_and_odds_ratios.csv,"rows term_order 1,4,5,8",log_total_assets -0.19520805906; roa_period_adjusted -0.381668897564; ocf_to_assets_period_adjusted -0.490395638824; financial_expense_to_assets_period_adjusted -0.1161911309,bc0c6495c6d0261f0b4ab7bc6498b8337f7b9df0b5a7b84753de8e8026832577,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-103,11 Model Interpretation,Six of the nine missingness-indicator coefficients are exactly zero and three are non-zero.,project/stage130/manuscript_evidence_package/manuscript_claim_freeze.md,C7 mandatory accompanying limitation,Six of the nine missingness-indicator coefficients are exactly zero in the locked model; three are non-zero.,7789874cda328b5a6c653915555c1e7bc8eb7bce034702349b687063b5b5de64,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-104,11 Model Interpretation,Identity of the three non-zero missingness indicators.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_6_model_coefficients_and_odds_ratios.csv,"rows term_order 14,16,17",ocf_to_assets_period_adjusted__missing 0.212061732053; operating_margin_period_adjusted__missing -0.099474732555; financial_expense_to_assets_period_adjusted__missing -0.01969263415,bc0c6495c6d0261f0b4ab7bc6498b8337f7b9df0b5a7b84753de8e8026832577,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-105,11 Model Interpretation,Effect scale for standardised continuous features.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_6_model_coefficients_and_odds_ratios.csv,column effect_scale,odds_ratio_per_1_SD_increase,bc0c6495c6d0261f0b4ab7bc6498b8337f7b9df0b5a7b84753de8e8026832577,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-106,11 Model Interpretation,Effect scale for the binary missingness indicators.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_6_model_coefficients_and_odds_ratios.csv,column effect_scale,odds_ratio_for_indicator_1_versus_0,bc0c6495c6d0261f0b4ab7bc6498b8337f7b9df0b5a7b84753de8e8026832577,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-107,11 Model Interpretation,"All coefficients are regularized conditional associations, never causal.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_6_model_coefficients_and_odds_ratios.csv,column interpretation_class,regularized_conditional_association,bc0c6495c6d0261f0b4ab7bc6498b8337f7b9df0b5a7b84753de8e8026832577,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-108,11 Model Interpretation,"No standard error, confidence interval, p-value or significance marker exists for any coefficient.",project/stage130/manuscript_evidence_package/README.md,Reading the coefficient table,"No confidence interval, standard error, p-value or significance marker is present, because none exists in the locked artifact.",1ac8020ac9a68b9cf8b351969f7147c16a20af8ad361401418f5711275f35b2a,yes,TRACED_TO_EVIDENCE_PACKAGE_README
CTM-109,11 Model Interpretation,"Terms appear in the model's own order, which is deliberately not an importance ranking.",project/stage130/manuscript_evidence_package/README.md,Reading the coefficient table,Terms appear in the model's own order -- this is deliberately not an importance ranking.,1ac8020ac9a68b9cf8b351969f7147c16a20af8ad361401418f5711275f35b2a,yes,TRACED_TO_EVIDENCE_PACKAGE_README
CTM-110,15 Reproducibility,Twenty-one fail-closed controls FT01-FT21 were evaluated and all passed.,project/stage129/final_test_execution/stage129_final_test_qc_report.json,all_pass and controls,true; 21 controls FT01-FT21 all PASS,016eaa19149a9247574e13931e9aae4a10fede26316a63f1321a6643c96ad9f5,no,TRACED_EXACT_COMMITTED_VALUE
CTM-111,15 Reproducibility,The Final Test executor was frozen and hashed before access.,project/stage129/final_test_execution/stage129_final_test_provenance_record.json,executor_sha256,d85234ee4c7e2b14dc21084348a059fceb083cf8bcc0ecbf30ee64eef79c56a4,5b5d4d66ed4ca0770667547752c0436380c8960f0d5296f62bda83b3fa80c551,no,TRACED_EXACT_COMMITTED_VALUE
CTM-112,15 Reproducibility,Exactly one Final Test pass was executed.,project/stage129/final_test_execution/stage129_final_test_provenance_record.json,final_test_passes_executed,1,5b5d4d66ed4ca0770667547752c0436380c8960f0d5296f62bda83b3fa80c551,no,TRACED_EXACT_COMMITTED_VALUE
CTM-113,15 Reproducibility; 4 Data and Sample,Final Test rows read during the single authorised pass.,project/stage129/final_test_execution/stage129_final_test_provenance_record.json,final_test_rows_read,346,5b5d4d66ed4ca0770667547752c0436380c8960f0d5296f62bda83b3fa80c551,no,TRACED_EXACT_COMMITTED_VALUE
CTM-114,15 Reproducibility,Locked model artifact digest.,project/stage130/manuscript_evidence_package/manifest.json,source_sha256 entry,48faab1ef186206508385713fb3b885a88a55bb072fb586d56e63d2777c97690,79f46474d82a4d8292092c8df15fe6ca4a23f9c9dfd25423e5e8451048639408,no,TRACED_EXACT_COMMITTED_VALUE
CTM-115,15 Reproducibility,Locked preprocessing artifact digest.,project/stage130/manuscript_evidence_package/manifest.json,source_sha256 entry,862c65ec37082be1e3e95c29d2bf8873df9105e90cc43ce1ecac4fd8901ba9f6,79f46474d82a4d8292092c8df15fe6ca4a23f9c9dfd25423e5e8451048639408,no,TRACED_EXACT_COMMITTED_VALUE
CTM-116,15 Reproducibility,Final Test aggregate metrics artifact digest.,project/stage130/manuscript_evidence_package/manifest.json,source_sha256 entry,0b1ea6c086430d6ecc65432c8001cc3b028422e7c1293a9ea2fb6c44d7ef4392,79f46474d82a4d8292092c8df15fe6ca4a23f9c9dfd25423e5e8451048639408,no,TRACED_EXACT_COMMITTED_VALUE
CTM-117,15 Reproducibility,Threshold artifact digest.,project/stage130/manuscript_evidence_package/manifest.json,source_sha256 entry,9b8a7d799616eb12d6e70a6dcf623ff1a636b4ec4b1bde37c21116252876b534,79f46474d82a4d8292092c8df15fe6ca4a23f9c9dfd25423e5e8451048639408,no,TRACED_EXACT_COMMITTED_VALUE
CTM-118,15 Reproducibility,Temporal split contract digest.,project/stage130/manuscript_evidence_package/manifest.json,source_sha256 entry,3f6ff8c7adf77295e558045e5bcaa391b5d2c10e7be0a89aeb0c8ac2dd0463b9,79f46474d82a4d8292092c8df15fe6ca4a23f9c9dfd25423e5e8451048639408,no,TRACED_EXACT_COMMITTED_VALUE
CTM-119,15 Reproducibility,The legacy Stage123 report tree is non-canonical and may not be cited.,project/stage130/manuscript_evidence_package/legacy_outputs_supersession.md,Status,LEGACY_STAGE123_NONCANONICAL_DO_NOT_CITE,8fb39d04c4d8790518f4ebe35288e6ced477303b376daa0e74cea77a52981d4d,no,TRACED_EXACT_COMMITTED_VALUE
CTM-120,15 Reproducibility,No new scientific analysis was performed for the evidence package.,project/stage130/manuscript_evidence_package/manifest.json,new_scientific_analysis_performed,false,79f46474d82a4d8292092c8df15fe6ca4a23f9c9dfd25423e5e8451048639408,no,TRACED_EXACT_COMMITTED_VALUE
CTM-121,15 Reproducibility,Raw evidence for the supplementary exploratory retrieval is deposited under a public archival version DOI.,project/stage128/m3_lag_wdi_exploratory_data_retrieval/stage128_m3_lag_wdi_retrieval_source_manifest.json,raw_retention_version_doi,10.5281/zenodo.21844636,d09d4b58f47cc4e5971c7eb9576e10db0348e0e91d8f7cc58d4e0d43efec6319,no,TRACED_TO_RETRIEVAL_SOURCE_MANIFEST
CTM-122,15 Reproducibility,The corresponding concept DOI for the deposited raw evidence.,project/stage128/m3_lag_wdi_exploratory_data_retrieval/stage128_m3_lag_wdi_retrieval_source_manifest.json,raw_retention_concept_doi,10.5281/zenodo.21844635,d09d4b58f47cc4e5971c7eb9576e10db0348e0e91d8f7cc58d4e0d43efec6319,no,TRACED_TO_RETRIEVAL_SOURCE_MANIFEST
CTM-123,8 Development and Robustness,"The observed ordering was preserved in robustness parts 2, 3, 4, 5 and 6.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_5_robustness_and_block_dispositions.csv,row ordering_preserved_in_parts,"[2, 3, 4, 5, 6]",9b2a48dfca187a4bcab51007f300dfdd68dd75ba67175cb1bd1c1b7fdd839074,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-124,8 Development and Robustness,Part 1 is the sole part in which the observed ordering reversed.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_5_robustness_and_block_dispositions.csv,row ordering_reversed_in_parts,[1],9b2a48dfca187a4bcab51007f300dfdd68dd75ba67175cb1bd1c1b7fdd839074,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-125,8 Development and Robustness,"Pooled development out-of-fold PR-AUC, regularized logistic regression.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_7_development_performance.csv,"row scope=pooled_development_oof, model_family=regularized_logistic_regression",0.445756964048,47f4e3967d3d97509499bbff0a1ef14c9b60e2c5c0dca17cde5513dec0fe2a94,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-126,8 Development and Robustness,"Pooled development out-of-fold PR-AUC, random forest.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_7_development_performance.csv,"row scope=pooled_development_oof, model_family=random_forest",0.40244183002,47f4e3967d3d97509499bbff0a1ef14c9b60e2c5c0dca17cde5513dec0fe2a94,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-127,8 Development and Robustness,"Pooled development out-of-fold PR-AUC, gradient boosting.",project/stage130/manuscript_evidence_package/manuscript_results_tables/table_7_development_performance.csv,"row scope=pooled_development_oof, model_family=xgboost",0.356545008162,47f4e3967d3d97509499bbff0a1ef14c9b60e2c5c0dca17cde5513dec0fe2a94,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-128,8 Development and Robustness,The pooled development out-of-fold scope is the basis of the reported ordering.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_7_development_performance.csv,column is_ordering_basis,true,47f4e3967d3d97509499bbff0a1ef14c9b60e2c5c0dca17cde5513dec0fe2a94,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-129,5 Target Construction,The outcome criteria and their aggregation are reproduced verbatim from the frozen definition.,project/stage130/manuscript_evidence_package/manuscript_results_tables/table_8_outcome_definition.csv,all rows,criterion / label / rule copied verbatim from project/stage122/target_definition_stage122.csv,b2cd6082e2feebfc5f528df218c05e770b92c3f39192bcb9b833137d614b0a08,yes,TRACED_EXACT_COMMITTED_VALUE
CTM-130,15 Reproducibility,The supplementary raw-evidence deposit is openly archived under a verified version DOI.,project/stage128/m3_lag_wdi_exploratory_data_retrieval/stage128_m3_lag_wdi_retrieval_source_manifest.json,raw_retention_version_doi,10.5281/zenodo.21844636,d09d4b58f47cc4e5971c7eb9576e10db0348e0e91d8f7cc58d4e0d43efec6319,no,TRACED_TO_RETRIEVAL_SOURCE_MANIFEST_AND_RESOLVED_AT_ZENODO
